Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-01-02 00:00:00-05:00,34.236544221381,34.34255538246403,33.58602633893682,33.92815017700195,3131401,0.0,0.0
2008-01-03 00:00:00-05:00,33.97152327437444,35.007532284713086,33.85105500187089,34.814788818359375,3945135,0.0,0.0
2008-01-04 00:00:00-05:00,34.30882058674872,34.30882058674872,33.03187734674388,33.388458251953125,4011386,0.0,0.0
2008-01-07 00:00:00-05:00,33.11861278245912,33.32581536141111,32.04405243959163,32.969234466552734,5661611,0.0,0.0
2008-01-08 00:00:00-05:00,33.39327851798911,33.942604920687714,32.781308130518404,32.80058288574219,4149382,0.0,0.0
2008-01-09 00:00:00-05:00,32.60783640931065,33.186074927381654,32.140426700134476,33.09933853149414,5389544,0.0,0.0
2008-01-10 00:00:00-05:00,32.38136454966073,34.06789350253485,32.35245241280793,33.93778991699219,5028470,0.0,0.0
2008-01-11 00:00:00-05:00,32.598198847762184,33.176437362565295,32.37654123122522,32.61747360229492,4102300,0.0,0.0
2008-01-14 00:00:00-05:00,33.44627590501405,34.0437890678678,33.20052385881156,33.96669006347656,4259464,0.0,0.0
2008-01-15 00:00:00-05:00,33.15234640607602,33.195715638670286,31.72120706343995,31.889860153198242,5783015,0.0,0.0
2008-01-16 00:00:00-05:00,31.08032112014406,31.673014629715883,29.919024451622228,30.656278610229492,9134356,0.0,0.0
2008-01-17 00:00:00-05:00,30.396072397171356,30.6948290200482,28.767366006382986,29.239595413208008,12922552,0.0,0.0
2008-01-18 00:00:00-05:00,29.764830289884852,30.42498547566891,28.632445682564253,29.25887107849121,7532896,0.0,0.0
2008-01-22 00:00:00-05:00,25.885813597782217,28.454157288244723,25.885813597782217,27.861461639404297,10050998,0.0,0.0
2008-01-23 00:00:00-05:00,26.623066288226426,29.42752454153099,26.574879401652364,29.225139617919922,8817450,0.0,0.0
2008-01-24 00:00:00-05:00,29.44198282495742,30.3960771026015,29.422708068201594,30.015403747558594,5916862,0.0,0.0
2008-01-25 00:00:00-05:00,31.321254665207885,31.779026980337022,30.227419591323365,30.559906005859375,5270382,0.0,0.0
2008-01-28 00:00:00-05:00,30.270787232234927,31.345347569038292,30.02021748770755,31.128507614135742,3881350,0.0,0.0
2008-01-29 00:00:00-05:00,31.648925238994543,31.750116672682097,30.83938964831492,31.39835548400879,5561505,0.0,0.0
2008-01-30 00:00:00-05:00,32.09705255150559,32.32352777840344,31.27306212126267,31.639280319213867,5264440,0.0,0.0
2008-01-31 00:00:00-05:00,31.639284366802826,32.80539867582062,31.465811590565185,32.55964660644531,5067593,0.0,0.0
2008-02-01 00:00:00-05:00,35.65804798978212,36.004989484208664,34.71359316743578,35.52312469482422,8643358,0.0,0.0
2008-02-04 00:00:00-05:00,35.73032363481558,35.73032363481558,34.8629638558788,34.92560577392578,5216125,0.0,0.0
2008-02-05 00:00:00-05:00,34.21727297839368,34.44375036094092,33.359552405144115,33.480018615722656,5558815,0.0,0.0
2008-02-06 00:00:00-05:00,32.42954736578361,32.718666637359505,31.69711077881022,31.851308822631836,7774471,0.0,0.0
2008-02-07 00:00:00-05:00,31.253797428459727,32.2319841164954,31.027320068091097,31.971776962280273,5693335,0.0,0.0
2008-02-08 00:00:00-05:00,31.195972050440705,32.03923747254836,31.195972050440705,31.706748962402344,4553278,0.0,0.0
2008-02-11 00:00:00-05:00,31.35498488547524,31.82721430284593,30.99840399331929,31.72602081298828,4367416,0.0,0.0
2008-02-12 00:00:00-05:00,32.49219216187,33.272815706515196,32.45364264750828,32.67048263549805,4698223,0.0,0.0
2008-02-13 00:00:00-05:00,33.19570197386669,33.200519630733034,32.52590960998864,33.08487319946289,4927356,0.0,0.0
2008-02-14 00:00:00-05:00,33.802866546621615,34.04379894465437,32.974058190729444,33.29208755493164,4293991,0.0,0.0
2008-02-15 00:00:00-05:00,33.21498863132538,33.836594346464395,33.02706079496973,33.73058319091797,4220901,0.0,0.0
2008-02-19 00:00:00-05:00,35.181004892481496,35.92789869859748,35.181004892481496,35.29183578491211,5360174,0.0,0.0
2008-02-20 00:00:00-05:00,34.01970284752877,35.127990934306354,33.91369169720722,34.891876220703125,4620874,0.0,0.0
2008-02-21 00:00:00-05:00,35.60985907857785,35.648408587005356,34.50638455131428,34.64130783081055,4584217,0.0,0.0
2008-02-22 00:00:00-05:00,35.465299037941875,35.71105320300897,34.38592096286937,35.57612991333008,4392639,0.0,0.0
2008-02-25 00:00:00-05:00,34.776227763804116,35.778506644112326,34.516018606958276,35.60985565185547,4256549,0.0,0.0
2008-02-26 00:00:00-05:00,35.176177753003465,35.89415716708284,34.944880711751516,35.56648635864258,4354973,0.0,0.0
2008-02-27 00:00:00-05:00,35.872480137693955,36.824415421034594,35.69763335567678,36.43101119995117,4262490,0.517395,0.0
2008-02-28 00:00:00-05:00,36.071598836466926,36.99925485250856,35.84818562518477,36.790409088134766,4933969,0.0,0.0
2008-02-29 00:00:00-05:00,36.34843733348798,36.46985764347742,35.26051035906577,35.542205810546875,4042438,0.0,0.0
2008-03-03 00:00:00-05:00,35.13422904910229,35.785041149999124,35.085658439981756,35.5130615234375,3297646,0.0,0.0
2008-03-04 00:00:00-05:00,35.45477749797279,35.60048101035277,34.09486697224205,34.77482223510742,7134605,0.0,0.0
2008-03-05 00:00:00-05:00,35.503351863304,36.348438238795346,35.33822090221673,36.0861701965332,5010422,0.0,0.0
2008-03-06 00:00:00-05:00,36.61070519361901,36.86811741263157,35.56163305573077,35.62477111816406,8201460,0.0,0.0
2008-03-07 00:00:00-05:00,34.85739343686543,35.19737112427882,33.89574261993785,34.42513656616211,6136578,0.0,0.0
2008-03-10 00:00:00-04:00,33.39548680017594,33.51204919618419,32.12299961179461,32.132713317871094,7546684,0.0,0.0
2008-03-11 00:00:00-04:00,32.832102284147666,33.36149417434402,32.43384233571227,33.2352180480957,4827138,0.0,0.0
2008-03-12 00:00:00-04:00,34.12887649781044,34.34743183372481,33.72575861501638,33.79375457763672,4323249,0.0,0.0
2008-03-13 00:00:00-04:00,33.24493267542125,34.41542731792869,32.992378323252424,34.00259780883789,5561954,0.0,0.0
2008-03-14 00:00:00-04:00,35.30907977929478,35.31393559461309,34.124013689349965,34.294002532958984,6395193,0.0,0.0
2008-03-17 00:00:00-04:00,32.49212479048483,33.46348728256337,31.375054601538533,32.453269958496094,5971231,0.0,0.0
2008-03-18 00:00:00-04:00,32.880676568262295,33.65776923411012,32.730115097906705,33.3712158203125,4105550,0.0,0.0
2008-03-19 00:00:00-04:00,32.8272436866563,32.96323351791906,30.918513618289946,31.07878875732422,6467722,0.0,0.0
2008-03-20 00:00:00-04:00,29.670313127303572,30.87966045862432,29.41775671274282,30.505685806274414,7020263,0.0,0.0
2008-03-24 00:00:00-04:00,30.59796939268635,31.326493462469518,30.321129706172055,30.957374572753906,3958139,0.0,0.0
2008-03-25 00:00:00-04:00,31.083640632255033,31.545038575413123,30.76794828652513,31.292484283447266,4396226,0.0,0.0
2008-03-26 00:00:00-04:00,31.525609421119345,31.870444944197708,31.23905821070261,31.647031784057617,3945696,0.0,0.0
2008-03-27 00:00:00-04:00,32.526126482655854,32.57955084599161,31.54990595548084,31.598474502563477,3916326,0.0,0.0
