Date_Forecast,JNJ,GS,RIO,AAPL,JPM,BHP,DIS,XOM,CVX,AMZN,BA,MSFT,NEE,NVDA,CAT,MCD,NVS
2007-12-28,0.012608411721885204,0.048646628856658936,0.04101734980940819,0.029996799305081367,0.03500160947442055,0.045294921845197685,0.029519813135266307,0.024494143202900887,0.03209864720702171,0.04781702533364296,0.037891671061515815,0.018897434696555138,0.04441244527697563,0.047365862876176834,0.022420743480324745,0.04250727593898773,0.02826562896370888
2008-01-04,0.023772796615958217,0.03791581466794014,0.04364229179918766,0.04130694270133972,0.029977921396493912,0.03702634945511818,0.025269001722335815,0.028138956055045128,0.025465196929872036,0.04839886352419853,0.0186133598908782,0.020440207794308662,0.022310833446681503,0.04666221886873245,0.03165491856634617,0.02572783548384905,0.038116391748189926
2008-01-11,0.026619423180818558,0.06313992291688919,,0.03354274109005928,0.032090600579977036,,,,,,,0.023451773449778557,,0.0747082456946373,,,0.0394127331674099
2008-01-18,0.021154657006263733,0.030184734612703323,0.04277624562382698,0.05580710992217064,0.040493108332157135,0.05360689759254456,0.02272491529583931,0.02699196524918079,0.02773965150117874,0.04705503582954407,0.024780044332146645,0.03586845099925995,0.06701561063528061,0.05117335170507431,0.03284218907356262,0.043266396969556815,0.030147746205329895
2008-01-25,0.014784205704927444,0.03473146632313728,0.1429501473903656,0.049562983214855194,0.04128838703036308,0.03904926776885986,0.03657491877675057,0.036393366754055016,0.04637432470917702,0.036916524171829224,0.026822688058018684,0.033727318048477166,0.022439176216721538,0.05215340480208397,0.025958718731999397,0.01436999812722206,0.021351667121052745
2008-02-01,0.01378590986132622,0.046289250254631036,0.03838149271905422,0.03877553716301918,0.030785296112298962,0.036817798390984535,0.02784383948892355,0.03443792834877968,0.03225367423146963,0.04229769483208656,0.037160275503993034,0.03198350593447685,0.029330596327781677,0.06063643470406532,0.046426789835095406,0.025152388960123062,0.028640005737543106
2008-02-08,0.017085004597902298,0.04404713213443756,,0.03665939345955849,0.026700930669903755,,,,,,,0.038905687630176544,,0.054888710379600525,,,0.02686910517513752
2008-02-15,0.01627255231142044,0.052684277296066284,0.04037107154726982,0.04096001386642456,0.030493546277284626,0.038927387446165085,0.01666533760726452,0.04025984555482864,0.03370004892349243,0.04120130091905594,0.03987989947199822,0.031072057783603668,0.02333305776119232,0.059486024081707,0.028170580044388768,0.021114742383360863,0.026337455958127975
2008-02-22,0.02488334663212299,0.03751479089260101,0.05041121318936348,0.04525475949048996,0.04389909282326698,0.03801998496055603,0.04179079830646515,0.02536814659833908,0.04901297017931938,0.039177075028419495,0.029967226088047024,0.03805175051093102,0.027260489761829376,0.04630466178059578,0.030298657715320587,0.029670575633645058,0.031972240656614304
2008-02-29,0.022382739931344986,0.039703473448753364,0.044878818094730384,0.0364258773624897,0.02708072029054165,0.06338412314653398,0.0354444682598114,0.044479195028543465,0.03144339472055435,0.045299824327230453,0.015817970037460327,0.03247300907969475,0.015547273680567741,0.04501563310623169,0.04122452810406685,0.0420965813100338,0.017082780599594116
2008-03-07,0.013300695456564426,0.033052001148462296,0.0422755554318428,0.044044844806194305,0.034384723752737045,0.04165244475007057,0.03178267925977707,0.026489851996302605,0.02980998903512955,0.047414682805538184,0.018576545640826225,0.020186210051178932,0.027391772717237473,0.07108060270547867,0.03266951069235802,0.022754082456231117,0.024426471441984177
2008-03-14,0.010598073713481426,0.033571939915418625,0.04870277643203735,0.046288564801216125,0.02819815836846828,0.03835703060030937,0.0245116762816906,0.037626322358846664,0.022659031674265858,0.03862237557768822,0.027455689385533333,0.06087246537208558,0.02960919961333275,0.050895173102617264,0.021467234939336777,0.018948093056678772,0.03340132907032966
2008-03-21,0.013298505917191505,0.04404958337545395,0.05660852044820785,0.035578306764364236,0.04520233720541,0.03911403939127922,0.020639380440115932,0.03608016297221184,0.02291490137577057,0.04052859172224998,0.024660343304276463,0.0373167023062706,0.026421623304486275,0.05584919452667236,0.03281019255518913,0.03628094866871834,0.02714039571583271
2008-03-28,0.02456967532634735,0.0336914025247097,0.05601393803954125,0.0389576219022274,0.02667722105979919,0.04797206446528435,0.027227379381656647,0.039804544299840934,0.041965071111917496,0.04312976822257042,0.045560702681541436,0.0253019668161869,0.02988265082240105,0.06755819171667099,0.04233567789196968,0.031365752220153816,0.021972466260194782
