Date,DHR,GILD,ISRG,JNJ,LLY,PFE,REGN,TMO,AZN,MRK,Signal,Portfolio_Value,DHR_shares,DHR_value,GILD_shares,GILD_value,ISRG_shares,ISRG_value,JNJ_shares,JNJ_value,LLY_shares,LLY_value,PFE_shares,PFE_value,REGN_shares,REGN_value,TMO_shares,TMO_value,AZN_shares,AZN_value,MRK_shares,MRK_value,Portfolio_Value_rets,DHR_rets,GILD_rets,ISRG_rets,JNJ_rets,LLY_rets,PFE_rets,REGN_rets,TMO_rets,AZN_rets,MRK_rets,DHR_weight,GILD_weight,ISRG_weight,JNJ_weight,LLY_weight,PFE_weight,REGN_weight,TMO_weight,AZN_weight,MRK_weight
2010-09-01 00:00:00+00:00,23.980932235717773,12.384647369384766,30.45111083984375,39.75302505493164,23.69371795654297,9.442731857299805,22.479999542236328,41.83433151245117,14.959567070007324,21.760581970214844,True,999775.6728229523,4676.0,112134.83913421631,9251.0,114570.37281417847,3631.0,110567.98345947266,0.0,0.0,4509.0,106834.97426605225,12211.0,115305.19870948792,4388.0,98642.23799133301,2694.0,112701.68909454346,7572.0,113273.84185409546,5319.0,115744.53549957275,-9.567413205498219e-05,0.04494243598274078,0.036704262082126037,0.033503993106132134,0.022028557616071764,0.017997329787822265,0.022989692031085657,0.022493076513234997,0.040708421448891134,0.021217443591917132,0.01299834165730951,0.11215999967032003,0.1145960798292673,0.11059279242839995,0.0,0.10685894563166809,0.11533107060298217,0.09866437109117508,0.11272697681903039,0.1132992579567945,0.11577050597036247
2010-09-02 00:00:00+00:00,24.27122688293457,12.433404922485352,30.81333351135254,39.971248626708984,23.769929885864258,9.512335777282715,24.1200008392334,42.15853500366211,14.974385261535645,21.595632553100586,False,1011397.5175867081,4676.0,113492.25690460205,9251.0,115021.42893791199,3631.0,111883.21397972107,0.0,0.0,4509.0,107178.61385536194,12211.0,116155.13217639923,4388.0,105838.56368255615,2694.0,113575.09329986572,7572.0,113386.0452003479,5319.0,114867.16954994202,0.011557407570127477,0.012032545484708806,0.003929205665007249,0.011825028241869073,0.005474471116760391,0.0032113837972181964,0.00734412919776803,0.07041540199073443,0.007719824664906505,0.0009900592193517032,-0.007609068954914179,0.11221330380106678,0.11372524347534904,0.1106223933065262,0.0,0.10597080968826228,0.11484617092353219,0.10464586064547317,0.11229520670652508,0.11210828900479994,0.11357272244846532
2010-09-03 00:00:00+00:00,24.75715446472168,12.759712219238281,31.24222183227539,40.18947982788086,24.01239585876465,9.547137260437012,24.579999923706055,43.09305953979492,15.181792259216309,21.74225616455078,False,1026650.3790960312,4676.0,115764.45427703857,9251.0,118040.09774017334,3631.0,113440.50747299194,0.0,0.0,4509.0,108271.8929271698,12211.0,116580.09308719635,4388.0,107857.03966522217,2694.0,116092.70240020752,7572.0,114956.53098678589,5319.0,115647.0605392456,0.014968388446702903,0.01982294664426628,0.025905928505352484,0.013822941318723128,0.005444854220439619,0.01014885944839829,0.0036518870970117714,0.018891694380913485,0.021924797444069683,0.01375573996385303,0.006766558096597272,0.11275937420777025,0.11497594521331402,0.11049575374712924,0.0,0.10546130906073743,0.11355384019810666,0.10505722479758944,0.11307910147798075,0.11197242345345011,0.1126450278439221
2010-09-07 00:00:00+00:00,24.700361251831055,12.463410377502441,30.891111373901367,40.032623291015625,23.92926788330078,9.471728324890137,24.389999389648438,42.5781364440918,15.113640785217285,21.662830352783203,False,1017913.7670497894,4676.0,115498.88921356201,9251.0,115299.00940227509,3631.0,112165.62539863586,0.0,0.0,4509.0,107897.06888580322,12211.0,115659.27457523346,4388.0,107023.31732177734,2694.0,114705.4995803833,7572.0,114440.48802566528,5319.0,115224.59464645386,-0.008546237336853661,-0.002296647416725079,-0.02349554234285821,-0.011301959114423407,-0.003910561569961606,-0.0034678837689358956,-0.007929950435457406,-0.007759913830821107,-0.01202106006713975,-0.004499132846876374,-0.003659750816844949,0.1134662806932177,0.1132699184690715,0.11019167735959061,0.0,0.1059982410872783,0.11362384351127082,0.10513986625012656,0.1126868535365557,0.11242650579070873,0.1131968133021801
2010-09-08 00:00:00+00:00,24.877056121826172,12.71845531463623,31.135555267333984,40.13493728637695,24.116323471069336,9.605135917663574,24.420000076293945,42.45415115356445,15.193638801574707,21.87664794921875,False,1026000.1299285889,4676.0,116325.11442565918,9251.0,117658.43011569977,3631.0,113053.2011756897,0.0,0.0,4509.0,108740.50253105164,12211.0,117288.3146905899,4388.0,107154.96033477783,2694.0,114371.48320770264,7572.0,115046.23300552368,5319.0,116361.89044189453,0.007912667046797163,0.007128068685341459,0.020256931041021223,0.007881937630161205,0.002552505032579239,0.007786626311264705,0.013986551026032282,0.001229284603634416,-0.002916195292316317,0.0052791410670278635,0.009821859317915094,0.11337729015078739,0.11467681794922284,0.11018829128565351,0.0,0.10598488183292934,0.11431608171312156,0.10443951926422854,0.11147316639780841,0.11213081718959536,0.11341313421665307
2010-09-09 00:00:00+00:00,24.92123031616211,12.770966529846191,31.42888832092285,40.796451568603516,24.365732192993164,9.72693920135498,24.600000381469727,43.66522216796875,15.238082885742188,22.041597366333008,False,1035635.849061966,4676.0,116531.67295837402,9251.0,118144.21136760712,3631.0,114118.29349327087,0.0,0.0,4509.0,109865.08645820618,12211.0,118775.65458774567,4388.0,107944.80167388916,2694.0,117634.10852050781,7572.0,115382.76361083984,5319.0,117239.25639152527,0.009347711618669785,0.001774125540546297,0.0041202417079449945,0.009377057834795657,0.016347897254724617,0.010288793191174907,0.012601326524339877,0.007343986638417644,0.028127256639039703,0.002920907086543547,0.007511693217323486,0.11252186090692337,0.1140789124619595,0.11019152494251168,0.0,0.10608466919884746,0.11468862795289242,0.10423046070842457,0.11358636206641136,0.11141248510791564,0.11320509665411399
2010-09-10 00:00:00+00:00,24.984342575073242,12.89848804473877,31.114444732666016,40.905574798583984,24.545862197875977,9.854544639587402,25.149999618530273,43.75104904174805,15.34178352355957,22.389827728271484,False,1043621.3878231049,4676.0,116826.78588104248,9251.0,119323.91290187836,3631.0,112976.5488243103,0.0,0.0,4509.0,110677.29265022278,12211.0,120333.84459400177,4388.0,110358.19832611084,2694.0,117865.32611846924,7572.0,116167.98484039307,5319.0,119091.49368667603,0.007681183339950719,0.002529268332168483,0.009935743947092969,-0.010055307970610754,0.0026712506340581194,0.007365567264238211,0.013033460143948046,0.02211142293274923,0.0019636367502222393,0.006782307937229083,0.0156752789991101,0.11194364857233528,0.11433640043615502,0.1082543440969226,0.0,0.1060511924550388,0.1153041189056184,0.10574543566638431,0.11293877980435521,0.11131238416137527,0.1141136959018151
2010-09-13 00:00:00+00:00,25.36930274963379,12.89848804473877,31.040000915527344,41.137451171875,24.61513328552246,9.842945098876953,25.639999389648438,44.53300476074219,15.35955810546875,22.35895538330078,False,1049548.944275856,4676.0,118626.8596572876,9251.0,119323.91290187836,3631.0,112706.24332427979,0.0,0.0,4509.0,110989.63598442078,12211.0,120192.20260238647,4388.0,112508.31732177734,2694.0,119971.91482543945,7572.0,116302.57397460938,5319.0,118927.28368377686,0.005663726651472416,0.015290558305913452,0.0,-0.002395447403959895,0.0056525704153091135,0.002818133880754581,-0.0011777685588682985,0.01929572686984011,0.017715003666918874,0.001157902746393199,-0.0013798073476904468,0.11302651515612268,0.11369066069063292,0.10738540964570478,0.0,0.10574984291085052,0.11451795865062202,0.10719682768048829,0.11430807060476342,0.11081195842167531,0.11331275623914006
2010-09-14 00:00:00+00:00,25.36298942565918,12.943493843078613,31.767778396606445,41.31476974487305,24.698274612426758,9.906744956970215,25.65999984741211,44.70465850830078,15.549181938171387,22.54413414001465,False,1056703.2708301544,4676.0,118597.33855438232,9251.0,119740.26154232025,3631.0,115348.803358078,0.0,0.0,4509.0,111364.52022743225,12211.0,120971.2626695633,4388.0,112596.07933044434,2694.0,120434.3500213623,7572.0,117738.40563583374,5319.0,119912.24949073792,0.006793444790558056,-0.0002488877886844103,0.0034831572932381817,0.023175793314794024,0.004301129657597494,0.003371959441679957,0.006460868990339203,0.0007797449931572696,0.00384711909705585,0.012270070633170477,0.008247976184892316,0.11223334102222597,0.11331493414253498,0.10915912398705747,0.0,0.10538863965088649,0.11447987908140694,0.106554112624245,0.11397177745721193,0.11142049891010324,0.113477693124328
2010-09-15 00:00:00+00:00,25.274635314941406,13.06726360321045,32.637779235839844,41.63530731201172,24.7329158782959,10.016951560974121,25.68000030517578,44.80955123901367,15.525483131408691,22.537973403930664,False,1062254.1511211395,4676.0,118184.19473266602,9251.0,120885.25559329987,3631.0,118507.77640533447,0.0,0.0,4509.0,111520.7176952362,12211.0,122316.99551105499,4388.0,112683.84133911133,2694.0,120716.93103790283,7572.0,117558.95827102661,5319.0,119879.4805355072,0.005239268076914896,-0.0034896660668173253,0.009516885046475704,0.027017971538663185,0.0077284837813623,0.0014015956806308224,0.011062979996059267,0.0007791374645894914,0.0023436006198108536,-0.001525281852866786,-0.00027331180630048735,0.1112579269357812,0.11380069022626405,0.11156254487709678,0.0,0.10498496765348801,0.11514852201985508,0.10607992561872404,0.11364223044974127,0.11066933289641735,0.11285385932263224
