,h1,h2,h3,h4,TrueSD
2008-02-08,0.037725753462355426,0.03787023292065855,0.038014712378959634,0.0381591918372587,0.026638977245014562
2008-02-15,0.06339458193013932,0.06373130657328424,0.06406803121645742,0.06440475585965892,0.018959918836672276
2008-02-22,0.04464935385327798,0.04489688184261897,0.045144409831959935,0.0453919378213009,0.013652787874666669
2008-02-29,0.0668611555769959,0.06723379442033472,0.06760643326449216,0.06797907210946823,0.025984514875138143
2008-03-07,0.086793788296507,0.08729679801883941,0.08779980774099773,0.08830281746298181,0.025200359364109585
2008-03-14,0.07688259989708164,0.07734720053635312,0.07781180117838915,0.07827640182318972,0.025722052762364514
2008-03-21,0.07002517944024556,0.07047959599307567,0.07093401254382106,0.07138842909248169,0.03310137605245789
2008-03-28,0.06727863221737881,0.06770180322012927,0.06812497422030471,0.06854814521790513,0.035881077407926565
2008-04-04,0.06859513972313079,0.06903391533500358,0.06947269094425702,0.06991146655089116,0.03340090527097369
2008-04-11,0.053687110364737514,0.05401841523357117,0.054349720102355475,0.05468102497109044,0.028705791273418907
2008-04-18,0.06847967473060089,0.06889542731609566,0.06931117989792866,0.06972693247609996,0.024916356868554423
2008-04-25,0.06643665154760169,0.0668342776291801,0.06723190371075867,0.06762952979233741,0.018561774042133744
2008-05-02,0.07122044039476463,0.07165957898723478,0.07209871758075591,0.07253785617532796,0.027941098287963446
2008-05-09,0.07315816735691716,0.07359746025357103,0.07403675314999528,0.07447604604619,0.02921856804002812
2008-05-16,0.08135100067974639,0.08182762264363536,0.08230424460308057,0.08278086655808199,0.03149674965257922
2008-05-23,0.07764233128730115,0.07809546099888974,0.07854859071156048,0.07900172042531342,0.02471576816277897
2008-05-30,0.075151615681674,0.07559659151662293,0.07604156735172003,0.07648654318696528,0.023541458275470932
2008-06-06,0.0729657750995234,0.07339769339916277,0.07382961169706247,0.07426152999322254,0.01491446011897267
2008-06-13,0.07356208021517098,0.07400109125728514,0.07444010229940135,0.07487911334151956,0.015004764092775609
2008-06-20,0.07726110583780348,0.07770695688045022,0.0781528079230971,0.0785986589657441,0.009351173705350206
2008-06-27,0.07409682442136548,0.07453671486236685,0.0749766053033572,0.07541649574433652,0.020175214906671943
2008-07-04,0.07553526526869636,0.0759938190500651,0.07645237282643214,0.07691092659779747,0.015547040149046938
2008-07-11,0.07261232348299838,0.07305672831410087,0.07350113314526867,0.07394553797650177,0.014672679274428847
2008-07-18,0.07445290232365247,0.07489722460855862,0.07534154689346809,0.0757858691783808,0.014000591418547537
2008-07-25,0.07501569169944776,0.07548949996969308,0.07596330830256036,0.0764371166980496,0.014026160653704649
2008-08-01,0.07360733847355663,0.07406702566388894,0.07452671285415842,0.07498640004436503,0.014593027698880129
2008-08-08,0.07343050976092223,0.07388682327248214,0.07434313678404361,0.0747994502956066,0.0162455027766159
2008-08-15,0.06416697526060486,0.06456309467238215,0.06495921408390691,0.06535533349517912,0.014763720172198276
2008-08-22,0.0696529106248401,0.07009143404995714,0.07052995747506731,0.07096848090017058,0.01661974992301476
2008-08-29,0.0697889263026847,0.07026762143253323,0.07074631656241173,0.07122501169232018,0.017651261701701254
2008-09-05,0.07003204386315483,0.07050145835280308,0.07097087284245526,0.07144028733211139,0.0220981502865417
2008-09-12,0.06663946532953775,0.06709700621409133,0.06755454709861615,0.06801208798311222,0.049031283424593536
2008-09-19,0.06576037360078715,0.06619923979297307,0.06663810598515899,0.0670769721773449,0.08923517148308091
2008-09-26,0.06516873127063233,0.0656751923502458,0.06618165342985928,0.06668811450947273,0.10398693229607514
2008-10-03,0.0686682324158421,0.06915751491661552,0.06964679741717317,0.07013607991751497,0.1010789088261784
2008-10-10,0.06822562043521299,0.06870402969695183,0.06918243895869065,0.06966084822042949,0.13322501091918587
2008-10-17,0.06817786796926761,0.06865097434744433,0.06912408072562105,0.06959718710379777,0.07785017632957329
2008-10-24,0.06883859944350347,0.06931358626319292,0.06978857308288232,0.07026355990257167,0.07996090140497558
2008-10-31,0.08717872628277483,0.08782805043898691,0.08847737459519898,0.08912669875141105,0.08407582681318466
2008-11-07,0.15394837240238926,0.15521165772759296,0.15647494305278006,0.15773822837795048,0.09079964922661346
2008-11-14,0.16442708649261067,0.16578695482182287,0.16714682315067436,0.1685066914791652,0.08992599552949929
2008-11-21,0.4528892019799083,0.4548140959007469,0.45673898982162453,0.4586638837425416,0.08385428769753941
2008-11-28,0.6697121912992889,0.6723795985103632,0.6750470057214474,0.6777144129325414,0.06000673227338591
2008-12-05,0.5823150494556567,0.5848902258688462,0.5874654022820686,0.590040578695324,0.015688570180902296
2008-12-12,0.5875583690707693,0.5903953488049807,0.5932323285391923,0.5960693082734037,0.03523112308920979
2008-12-19,0.6531172566103973,0.656497843614825,0.6598784306192514,0.6632590176236771,0.04722907719568956
2008-12-26,0.7744892201725401,0.7781660419824067,0.7818428637922712,0.7855196856021341,0.05262576661964577
2009-01-02,0.6464586594170183,0.6501198608687065,0.6537810623203947,0.6574422637720829,0.05285044301544222
2009-01-09,0.549878908426179,0.5536768494002754,0.557474790374372,0.5612727313484686,0.01904921979264991
2009-01-16,0.4661029198899078,0.4703978518651736,0.47469278384043906,0.4789877158157047,0.04102384588157861
2009-01-23,0.18510398933911032,0.18146875765128936,0.17811321477698785,0.1750158419137949,0.0420271717727182
2009-01-30,0.38618227721874954,0.38864023977008727,0.39108145780196096,0.3935060453840222,0.053520962834565734
2009-02-06,0.3227861864076262,0.32288769485559077,0.3229872817869872,0.3230849835753979,0.05416814126141643
2009-02-13,0.27337812811375667,0.27123196068059807,0.2691587314376061,0.2671559615569396,0.014027407083286071
2009-02-20,0.19317297575731085,0.19067897373019657,0.18833349863228827,0.18612770514250773,0.08349776638604306
2009-02-27,0.13600596127221046,0.1357286890012312,0.13547379716700544,0.13523947929985805,0.07761446503350747
2009-03-06,0.17210875030775358,0.17027750763621807,0.1685653868365047,0.16696463906103204,0.07477502457109204
2009-03-13,0.18387315091035147,0.18160946670211264,0.17948607292189803,0.17749427515724317,0.0376281273112636
