Date,AZN,DHR,GILD,ISRG,JNJ,LLY,MRK,PFE,REGN,TMO
2008-01-04,10.667048454284668,26.595272064208984,17.215482711791992,33.88888931274414,41.46931076049805,31.22199058532715,30.860544204711914,11.43432331085205,22.489999771118164,53.34423828125
2008-01-11,11.627466201782227,25.01663589477539,18.25815773010254,29.132221221923828,42.75419616699219,34.24172592163086,32.86904525756836,12.0303316116333,24.290000915527344,52.43832015991211
2008-01-18,11.704300880432129,24.156686782836914,17.316749572753906,29.11888885498047,41.752742767333984,32.37323760986328,28.94431495666504,11.269049644470215,24.600000381469727,49.606143951416016
2008-01-25,10.987190246582031,23.529003143310547,16.154050827026367,29.88888931274414,39.340415954589844,30.583099365234375,25.942392349243164,11.324145317077637,21.899999618530273,49.215171813964844
2008-02-01,10.564602851867676,23.827152252197266,17.226736068725586,33.956668853759766,39.907283782958984,31.13761329650879,24.959848403930664,11.814972877502441,21.479999542236328,49.94944381713867
2008-02-08,10.051762580871582,22.995460510253906,16.701648712158203,33.40888977050781,39.069580078125,30.275705337524414,24.17273712158203,11.326744079589844,19.56999969482422,52.8483772277832
2008-02-15,10.263601303100586,23.569795608520508,16.735401153564453,33.6966667175293,39.6175422668457,30.916114807128906,25.80124855041504,11.3419828414917,18.899999618530273,54.56485366821289
2008-02-22,10.517807006835938,23.425432205200195,16.097789764404297,32.39666748046875,40.0578727722168,30.727527618408203,25.008705139160156,11.428324699401855,17.989999771118164,53.56356430053711
2008-02-29,9.964376449584961,23.271644592285156,17.748077392578125,31.324443817138672,39.28435134887695,30.4294376373291,24.04787254333496,11.316580772399902,19.770000457763672,53.334720611572266
2008-03-07,9.914068222045898,22.618852615356445,18.265670776367188,29.416667938232422,38.99904251098633,30.234773635864258,22.862159729003906,10.844213485717773,17.299999237060547,51.08421325683594
2008-03-14,9.572477340698242,22.73497772216797,17.8343448638916,31.45222282409668,39.72183609008789,29.084999084472656,22.435028076171875,10.483586311340332,16.790000915527344,50.826751708984375
2008-03-21,9.964376449584961,23.97466278076172,18.164403915405273,33.40999984741211,41.45273208618164,30.3199405670166,23.743785858154297,10.4581880569458,17.649999618530273,51.751739501953125
2008-03-28,9.675749778747559,23.586286544799805,18.606977462768555,35.856666564941406,40.69189453125,30.593687057495117,24.373531341552734,10.412476539611816,19.6200008392334,53.8210334777832
2008-04-04,11.14538288116455,24.75430679321289,19.6346492767334,37.60444259643555,41.67462921142578,31.804304122924805,21.903860092163086,10.844213485717773,20.18000030517578,55.26097869873047
2008-04-11,10.42248249053955,23.661640167236328,18.993295669555664,37.06444549560547,41.8458366394043,31.591386795043945,22.528127670288086,10.387077331542969,18.59000015258789,51.932926177978516
2008-04-18,11.042109489440918,23.60198211669922,19.413362503051758,32.05555725097656,42.16917419433594,31.676549911499023,21.772441864013672,10.39724349975586,19.799999237060547,54.08804702758789
2008-04-25,11.089776039123535,24.352407455444336,19.27834701538086,31.086666107177734,42.67639923095703,30.02793312072754,22.298133850097656,10.37692642211914,20.90999984741211,53.37285232543945
2008-05-02,11.079179763793945,24.49056053161621,20.1147403717041,32.225555419921875,43.27873229980469,30.04009437561035,21.558883666992188,10.468345642089844,21.020000457763672,55.92851257324219
2008-05-09,10.737589836120605,24.198564529418945,20.118492126464844,32.122222900390625,42.19454574584961,29.352672576904297,21.350793838500977,10.211878776550293,20.450000762939453,53.64939880371094
2008-05-16,11.534635543823242,25.1404972076416,19.912202835083008,33.30555725097656,42.27696228027344,30.068342208862305,21.903860092163086,10.335722923278809,20.229999542236328,55.25145721435547
2008-05-23,11.455193519592285,23.812358856201172,19.87094497680664,31.641111373901367,41.45116424560547,29.22065544128418,21.21388816833496,10.077716827392578,18.90999984741211,55.22283172607422
2008-05-30,11.569056510925293,24.547075271606445,20.74860191345215,32.62111282348633,42.61322784423828,29.570785522460938,21.33436393737793,9.989994049072266,19.899999618530273,56.28133010864258
2008-06-06,11.14538288116455,24.86419677734375,20.538562774658203,31.212221145629883,41.98749923706055,29.742773056030273,20.7348575592041,9.267578125,14.819999694824219,55.23236083984375
2008-06-13,10.86469841003418,25.680543899536133,20.306018829345703,31.22222137451172,42.31312942504883,29.687501907348633,19.650827407836914,9.283055305480957,14.220000267028809,55.985721588134766
2008-06-20,10.869990348815918,25.143634796142578,20.523563385009766,31.389999389648438,40.902069091796875,28.827518463134766,19.429584503173828,8.942489624023438,14.680000305175781,54.87953567504883
2008-06-27,11.055349349975586,24.14604377746582,19.825937271118164,29.954444885253906,40.58920669555664,28.016681671142578,20.45278549194336,8.916687965393066,14.760000228881836,52.75300979614258
2008-07-04,12.127784729003906,23.96070671081543,19.16206932067871,27.815555572509766,41.57887649536133,28.858238220214844,21.265796661376953,9.159212112426758,14.430000305175781,54.126190185546875
2008-07-11,12.148966789245605,23.580638885498047,20.140993118286133,29.997777938842773,42.3067512512207,29.282073974609375,20.325572967529297,9.190176963806152,15.079999923706055,54.49808883666992
2008-07-18,11.979496955871582,25.873676300048828,18.57697105407715,32.054443359375,43.30278778076172,29.429502487182617,20.839935302734375,9.453337669372559,17.010000228881836,53.34423828125
2008-07-25,12.360807418823242,25.487308502197266,20.444793701171875,35.78555679321289,44.075374603271484,29.368078231811523,18.07455062866211,9.747467994689941,19.0,56.07154083251953
2008-08-01,12.599126815795898,25.32710838317871,20.13724136352539,33.38111114501953,43.48158264160156,28.89508819580078,18.39533805847168,9.59782600402832,21.68000030517578,57.406578063964844
2008-08-08,13.216289520263672,26.216060638427734,21.29244041442871,34.2511100769043,45.68439483642578,29.798070907592773,19.883113861083984,10.406634330749512,21.6200008392334,58.16944885253906
2008-08-15,13.023504257202148,26.35740852355957,21.101158142089844,33.241111755371094,45.54391860961914,30.252626419067383,19.99925994873047,10.474823951721191,22.639999389648438,59.79056930541992
2008-08-22,13.101152420043945,25.867389678955078,20.369787216186523,33.70222091674805,45.89756774902344,29.78748321533203,19.507020950317383,10.359424591064453,21.540000915527344,58.436458587646484
2008-08-29,13.039568901062012,25.62238311767578,19.758424758911133,32.807777404785156,45.26137161254883,28.931625366210938,19.728252410888672,10.023728370666504,21.719999313354492,57.7498664855957
2008-09-05,12.399641036987305,24.42245864868164,17.946857452392578,29.873332977294922,45.41561508178711,28.181198120117188,19.179790496826172,9.709014892578125,19.06999969482422,53.76382064819336
2008-09-12,12.263084411621094,24.15860366821289,18.048120498657227,30.90999984741211,45.36418914794922,28.900609970092773,18.91138458251953,9.766708374023438,20.709999084472656,55.80452346801758
2008-09-19,12.102429389953613,24.457019805908203,17.425521850585938,32.301109313964844,44.97860336303711,28.95643424987793,17.80421257019043,9.729995727539062,23.06999969482422,54.33599090576172
2008-09-26,12.367506980895996,22.306488037109375,18.2431640625,30.55666732788086,44.59944152832031,29.037057876586914,17.96078109741211,9.787693977355957,22.709999084472656,53.99268341064453
2008-10-03,11.853425025939941,19.682392120361328,17.15922737121582,25.077777862548828,42.51729202270508,25.619842529296875,17.770668029785156,9.966032981872559,20.959999084472656,48.22341537475586
2008-10-10,9.772982597351074,17.551673889160156,14.053685188293457,19.445556640625,35.891632080078125,19.448999404907227,14.667231559753418,7.941351890563965,17.139999389648438,39.107032775878906
2008-10-17,10.667276382446289,17.724519729614258,16.139041900634766,21.01444435119629,40.261600494384766,19.96994972229004,15.93657112121582,8.869770050048828,18.75,41.33845138549805
2008-10-24,9.775657653808594,17.051992416381836,16.247812271118164,17.63111114501953,39.0662841796875,19.678468704223633,15.293503761291504,8.691428184509277,16.149999618530273,35.70267868041992
2008-10-31,11.36878776550293,18.617023468017578,17.19672966003418,19.198888778686523,39.41973114013672,20.974651336669922,17.306547164916992,9.289390563964844,19.299999237060547,38.716068267822266
2008-11-07,11.419665336608887,17.950786590576172,16.89293098449707,20.274444580078125,38.69998550415039,21.21031951904297,16.171411514282227,8.999979972839355,18.350000381469727,35.97922897338867
2008-11-14,11.299175262451172,16.945140838623047,17.598052978515625,16.489999771118164,38.59073257446289,20.162086486816406,15.282320976257324,8.690370559692383,17.170000076293945,32.46046829223633
2008-11-21,9.130375862121582,16.637161254882812,15.55019474029541,13.140000343322754,37.80986785888672,19.137001037597656,13.643932342529297,8.364750862121582,13.949999809265137,28.350454330444336
2008-11-28,10.102319717407227,17.485668182373047,16.79916000366211,14.725556373596191,37.95891189575195,21.476457595825195,14.9412260055542,8.770439147949219,15.460000038146973,34.02436065673828
2008-12-05,10.402201652526855,15.816935539245605,17.774330139160156,15.273332595825195,37.73213195800781,21.97327423095703,15.026640892028809,8.834497451782227,15.229999542236328,32.39371871948242
2008-12-12,10.450397491455078,15.948921203613281,16.889175415039062,14.931111335754395,37.09709167480469,22.897733688354492,15.33862590789795,9.032008171081543,16.829999923706055,29.04657745361328
2008-12-19,10.833283424377441,17.303394317626953,18.621978759765625,13.945555686950684,38.12738800048828,24.06117820739746,16.200857162475586,9.234851837158203,18.90999984741211,31.020526885986328
2008-12-26,10.541434288024902,17.216684341430664,18.75700569152832,13.533332824707031,37.945953369140625,23.885086059570312,16.450450897216797,9.128095626831055,18.229999542236328,31.297069549560547
2009-01-02,10.868088722229004,18.175777435302734,19.570898056030273,14.7122220993042,39.30023956298828,25.513906478881836,17.5849609375,9.752645492553711,18.700000762939453,33.719207763671875
2009-01-09,11.109068870544434,17.17579460144043,17.916852951049805,11.311111450195312,38.263458251953125,24.19953155517578,16.297290802001953,9.309587478637695,17.479999542236328,32.23159408569336
2009-01-16,10.723505020141602,16.95881462097168,18.10814094543457,11.10777759552002,37.220211029052734,23.97941780090332,15.990974426269531,9.3416166305542,17.360000610351562,37.09493637084961
2009-01-23,10.627114295959473,16.147512435913086,18.09688949584961,10.365555763244629,36.26768112182617,23.532920837402344,15.996649742126465,9.314925193786621,15.569999694824219,33.08030700683594
2009-01-30,10.316520690917969,17.587736129760742,19.042051315307617,11.470000267028809,37.382198333740234,23.155569076538086,16.195188522338867,7.782898902893066,17.479999542236328,34.26275634765625
2009-02-06,10.636138916015625,18.408483505249023,19.672157287597656,12.735555648803711,37.913551330566406,24.0108642578125,17.454496383666992,8.092046737670898,19.920000076293945,38.14391326904297
2009-02-13,10.288461685180664,17.729246139526367,18.847013473510742,12.45444393157959,36.99988555908203,22.580963134765625,16.308637619018555,7.950275897979736,18.969999313354492,38.067604064941406
2009-02-20,9.837870597839355,16.490270614624023,18.75325584411621,11.778888702392578,35.70601272583008,21.185178756713867,15.939920425415039,7.475871562957764,18.149999618530273,35.29264831542969
2009-02-27,8.786498069763184,15.961981773376465,16.802907943725586,10.106666564941406,32.66788101196289,18.725055694580078,13.727622032165527,6.712475299835205,14.25,34.57744216918945
2009-03-06,8.525040626525879,15.506011962890625,16.506614685058594,10.654443740844727,31.34157371520996,17.83277702331543,13.115646362304688,6.941495418548584,12.670000076293945,32.57489776611328
2009-03-13,9.17867660522461,17.01542091369629,17.03920555114746,11.44777774810791,33.086029052734375,19.52810287475586,15.61304759979248,7.928460597991943,14.029999732971191,33.08030700683594
2009-03-20,9.148080825805664,16.85504722595215,16.619131088256836,10.408888816833496,33.758995056152344,20.745420455932617,15.411171913146973,7.432250022888184,13.449999809265137,31.764326095581055
2009-03-27,9.0062255859375,17.444353103637695,16.64163589477539,10.713333129882812,34.516902923583984,21.51023292541504,15.66495132446289,7.655817985534668,14.380000114440918,34.90165710449219
2009-04-03,9.718271255493164,16.9409122467041,17.620555877685547,10.747777938842773,34.072601318359375,21.038599014282227,15.261216163635254,7.388631820678711,13.020000457763672,33.881309509277344
2009-04-10,9.429004669189453,17.80306053161621,17.864351272583008,12.471111297607422,33.589134216308594,20.80278205871582,15.168932914733887,7.388631820678711,13.9399995803833,35.4166145324707
2009-04-17,9.759989738464355,17.35625457763672,16.76165008544922,14.483332633972168,34.66062545776367,21.51023292541504,14.840178489685059,7.721251964569092,13.149999618530273,35.922019958496094
2009-04-24,9.707145690917969,19.01447105407715,17.177974700927734,16.69333267211914,33.26897048950195,21.038599014282227,13.525147438049316,7.181419372558594,12.9399995803833,31.611757278442383
2009-05-01,9.782241821289062,18.62430191040039,16.806659698486328,15.866666793823242,34.3600959777832,21.344524383544922,14.015398025512695,7.404985427856445,13.850000381469727,34.85398864746094
2009-05-08,10.052041053771973,19.313386917114258,16.506614685058594,17.641111373901367,35.92160415649414,22.912382125854492,14.31532096862793,7.941097259521484,15.84000015258789,34.98748779296875
2009-05-15,10.752957344055176,18.19951820373535,16.40909767150879,16.657777786254883,36.202552795410156,22.079267501831055,14.690217971801758,8.277495384216309,14.609999656677246,33.50941467285156
2009-05-22,11.528972625732422,18.63374137878418,15.87650203704834,15.800000190734863,36.101016998291016,22.189123153686523,15.093955039978027,8.249917984008789,13.989999771118164,34.57744216918945
2009-05-29,11.604070663452148,18.989301681518555,16.165302276611328,16.63111114501953,36.35807418823242,22.33773422241211,15.90718936920166,8.37675666809082,15.270000457763672,37.10447692871094
