Date_Forecast,h1
2011-04-29,0.025469064712524414
2011-05-06,0.029969098046422005
2011-05-13,0.02678055316209793
2011-05-20,0.03709503635764122
2011-05-27,0.026590736582875252
2011-06-03,0.0425003319978714
2011-06-10,0.024428561329841617
2011-06-17,0.03176138550043106
2011-06-24,0.034789636731147766
2011-07-01,0.0348457507789135
2011-07-08,0.03254171833395958
2011-07-15,0.039726879447698586
2011-07-22,0.039472755044698715
2011-07-29,0.032692581415176385
2011-08-05,0.028251308947801586
2011-08-12,0.03312181308865547
2011-08-19,0.027560006827116013
2011-08-26,0.03773356601595878
2011-09-02,0.03625541180372238
2011-09-09,0.024220531806349754
2011-09-16,0.027076561003923416
2011-09-23,0.024447301402688026
2011-09-30,0.02352188527584076
2011-10-07,0.02232654951512814
2011-10-14,0.04354507476091385
2011-10-21,0.026363175362348557
2011-10-28,0.031503573060035706
2011-11-04,0.03195251524448395
2011-11-11,0.030344286933541294
2011-11-18,0.034945715218782425
2011-11-25,0.022340917959809303
2011-12-02,0.029403146356344226
2011-12-09,0.02386042103171349
2011-12-16,0.028580991551280018
2011-12-23,0.041331738233566284
2011-12-30,0.06044205278158187
2012-01-06,0.025395330041646957
2012-01-13,0.025353552773594856
2012-01-20,0.03706871345639229
2012-01-27,0.025595735758543015
2012-02-03,0.025876427069306374
2012-02-10,0.0285398680716753
2012-02-17,0.028783466666936874
2012-02-24,0.03818212449550629
2012-03-02,0.03934093937277794
2012-03-09,0.028253089636564255
2012-03-16,0.04030221700668335
2012-03-23,0.021346312016248703
2012-03-30,0.0490310974419117
2012-04-06,0.030973469838500026
2012-04-13,0.03091692365705967
2012-04-20,0.028407882899045944
2012-04-27,0.02777646854519844
2012-05-04,0.02779820561408997
2012-05-11,0.034938286989927285
2012-05-18,0.023661626502871513
2012-05-25,0.031108420342206955
2012-06-01,0.029893813654780388
2012-06-08,0.031185518950223926
2012-06-15,0.03244175016880035
2012-06-22,0.03015931323170662
2012-06-29,0.02987169660627842
2012-07-06,0.040528982877731316
2012-07-13,0.02767002768814564
2012-07-20,0.021998446434736252
2012-07-27,0.036774568259716034
2012-08-03,0.01988020725548267
2012-08-10,0.035674940794706345
2012-08-17,0.032095372676849365
2012-08-24,0.03324489668011665
2012-08-31,0.025329221040010452
2012-09-07,0.033148407936096184
2012-09-14,0.022292420268058773
2012-09-21,0.023860182613134384
2012-09-28,0.02916511334478855
2012-10-05,0.04026129841804504
2012-10-12,0.038223564624786384
2012-10-19,0.05315420404076576
2012-10-26,0.032580722123384476
2012-11-02,0.03280390053987503
2012-11-09,0.0438704825937748
2012-11-16,0.028848087415099144
2012-11-23,0.02375426702201366
2012-11-30,0.04454268142580986
2012-12-07,0.0199155043810606
2012-12-14,0.03285401687026024
2012-12-21,0.036409489810466766
2012-12-28,0.02910315804183483
2013-01-04,0.031249569728970524
2013-01-11,0.0276357289403677
2013-01-18,0.03281509131193161
2013-01-25,0.05396683141589165
2013-02-01,0.055484920740127563
2013-02-08,0.03627796843647957
2013-02-15,0.03129347413778305
2013-02-22,0.029595041647553444
2013-03-01,0.025248045101761814
2013-03-08,0.0407857820391655
2013-03-15,0.032642658799886703
2013-03-22,0.03544371575117111
2013-03-29,0.026671748608350754
2013-04-05,0.027047066017985344
2013-04-12,0.032040610909461975
2013-04-19,0.027310959994792938
2013-04-26,0.03179290145635605
2013-05-03,0.026247121393680573
2013-05-10,0.029638787731528282
2013-05-17,0.040254887193441384
2013-05-24,0.03843722119927406
2013-05-31,0.03614860773086548
2013-06-07,0.05738686397671699
2013-06-14,0.03485165163874626
2013-06-21,0.02869662269949913
2013-06-28,0.026697373017668724
2013-07-05,0.03558426350355148
2013-07-12,0.02601841278374195
2013-07-19,0.031215671449899673
2013-07-26,0.03554850071668625
2013-08-02,0.026867622509598732
2013-08-09,0.02537970989942551
2013-08-16,0.03572903200984001
2013-08-23,0.0360320508480072
2013-08-30,0.03041266836225986
2013-09-06,0.02765292301774025
2013-09-13,0.034723911434412
2013-09-20,0.04891354963183403
2013-09-27,0.02709475159645081
2013-10-04,0.03451206535100937
2013-10-11,0.032667409628629684
2013-10-18,0.031302336603403084
2013-10-25,0.04169091954827309
2013-11-01,0.03879143297672272
2013-11-08,0.031282689422368996
2013-11-15,0.05149688944220543
2013-11-22,0.0342787504196167
2013-11-29,0.026176607236266136
2013-12-06,0.028335109353065487
2013-12-13,0.025277189910411838
2013-12-20,0.03187458962202072
2013-12-27,0.04434853047132492
2014-01-03,0.023531904444098473
2014-01-10,0.022742824628949162
2014-01-17,0.027935605496168137
2014-01-24,0.050924867391586304
2014-01-31,0.03278672695159912
2014-02-07,0.02736072987318039
2014-02-14,0.02536178752779961
2014-02-21,0.02800030447542667
2014-02-28,0.027348175644874573
2014-03-07,0.025665955618023872
2014-03-14,0.03864360228180885
2014-03-21,0.033450622111558914
2014-03-28,0.045711059123277664
2014-04-04,0.02744022198021412
2014-04-11,0.027579102665185932
2014-04-18,0.028790920972824093
2014-04-25,0.03155670687556267
2014-05-02,0.028348391875624657
2014-05-09,0.019798919558525085
2014-05-16,0.0364270880818367
2014-05-23,0.050018761307001114
2014-05-30,0.04819270223379135
2014-06-06,0.04304196685552597
2014-06-13,0.035189397633075714
2014-06-20,0.029005512595176693
2014-06-27,0.033374059945344925
2014-07-04,0.030819887295365337
2014-07-11,0.028369259089231488
