Date_Forecast,h1,h2,h3,h4,TrueSD
2007-12-28,0.035901881754398346,0.03029102273285389,0.036157041788101196,0.04954426363110542,0.017942953908921748
2008-01-04,0.029365338385105133,0.02810806967318058,0.023228826001286507,0.025829486548900604,0.03146848158381771
2008-01-11,0.05520978197455406,0.03915967419743538,0.04292246699333191,0.04988998547196388,0.03452627496454739
2008-01-18,0.024393536150455475,0.029175342991948128,0.03083513304591179,0.023319462314248085,0.03650244262436858
2008-01-25,0.040348246693611145,0.022701062262058258,0.028667544946074486,0.028828924521803856,0.032902692603156654
2008-02-01,0.02478494867682457,0.031386598944664,0.021291637793183327,0.02643129974603653,0.03468960725096335
2008-02-08,0.0330846942961216,0.02130519226193428,0.01847901940345764,0.030693918466567993,0.024658553969357937
2008-02-15,0.04291286692023277,0.050844088196754456,0.023376941680908203,0.04515155404806137,0.022341719703385523
2008-02-22,0.036644235253334045,0.034345705062150955,0.02060822769999504,0.03702685236930847,0.022240150041887993
2008-02-29,0.08437654376029968,0.09816480427980423,0.08121690154075623,0.046762481331825256,0.03031660811646694
2008-03-07,0.01774488389492035,0.04133116081357002,0.02154054492712021,0.03574538975954056,0.03955559586598541
2008-03-14,0.026051271706819534,0.030250558629631996,0.03367336466908455,0.035077761858701706,0.055995064932321384
2008-03-21,0.024356935173273087,0.038804419338703156,0.02143995277583599,0.023452267050743103,0.04771054835541976
2008-03-28,0.030198223888874054,0.049289193004369736,0.04113049432635307,0.032338425517082214,0.032934972747653675
2008-04-04,0.024626966565847397,0.029838336631655693,0.023398507386446,0.029209809377789497,0.019431899429112054
2008-04-11,0.03041849099099636,0.03869100660085678,0.0398293100297451,0.03957684338092804,0.027005531909831713
2008-04-18,0.048868272453546524,0.042891692370176315,0.029546167701482773,0.04588056728243828,0.024677291860229947
2008-04-25,0.029251204803586006,0.0378798246383667,0.03894377499818802,0.03295155242085457,0.014149781465355732
2008-05-02,0.03307167440652847,0.0270859207957983,0.03391602262854576,0.037896860390901566,0.02253535397927337
2008-05-09,0.02631336636841297,0.03516123443841934,0.025343606248497963,0.03732529655098915,0.021049327338726873
2008-05-16,0.029558932408690453,0.03543013706803322,0.036788210272789,0.030761711299419403,0.015817834826679474
2008-05-23,0.02126346156001091,0.022608695551753044,0.025743762031197548,0.03195836767554283,0.0208945442893857
2008-05-30,0.03605441376566887,0.03494443744421005,0.04300246760249138,0.031619731336832047,0.017552843524504515
2008-06-06,0.022235020995140076,0.024882623925805092,0.025424964725971222,0.03132593631744385,0.03956730056512347
2008-06-13,0.028228435665369034,0.02782413922250271,0.03983954340219498,0.03731813281774521,0.024280295320493767
2008-06-20,0.03378942608833313,0.020224018022418022,0.03565672039985657,0.029401840642094612,0.02275504392793857
2008-06-27,0.031085168942809105,0.027964696288108826,0.043823860585689545,0.036296699196100235,0.029284608935131566
2008-07-04,0.038410358130931854,0.03979695215821266,0.04154384136199951,0.04221063107252121,0.030061244648887236
2008-07-11,0.02524818666279316,0.039346061646938324,0.0388522669672966,0.0366550013422966,0.03326068749536687
2008-07-18,0.03305460512638092,0.044897209852933884,0.03601502999663353,0.03099013864994049,0.026474419230742677
2008-07-25,0.02822279743850231,0.04683588072657585,0.04878368601202965,0.042560875415802,0.03924568853267447
2008-08-01,0.02893819846212864,0.026973798871040344,0.02810804359614849,0.02204436995089054,0.038958276946882454
2008-08-08,0.025048229843378067,0.02764994278550148,0.026997337117791176,0.03353813663125038,0.037915917244113334
2008-08-15,0.042250555008649826,0.034444671124219894,0.03550853580236435,0.0323021225631237,0.020247783326676382
2008-08-22,0.03587120398879051,0.028045516461133957,0.028660250827670097,0.03191378712654114,0.027510932813527473
2008-08-29,0.04064251855015755,0.0365990474820137,0.037809617817401886,0.035282790660858154,0.0298543199080572
2008-09-05,0.033886563032865524,0.027130955830216408,0.03781570494174957,0.028056450188159943,0.04898109093216306
2008-09-12,0.03516297787427902,0.026167068630456924,0.024921927601099014,0.0337672233581543,0.06663229206771991
2008-09-19,0.027995098382234573,0.024770615622401237,0.02749401330947876,0.02790888585150242,0.08836664267847545
2008-09-26,0.02988293394446373,0.038343850523233414,0.039456017315387726,0.031946517527103424,0.10168991673846117
2008-10-03,0.03662002086639404,0.03228868171572685,0.03180868178606033,0.03630557656288147,0.07273638962942662
2008-10-10,0.03372164070606232,0.03466145694255829,0.04593750834465027,0.049545228481292725,0.14623618627687202
2008-10-17,0.041291359812021255,0.05218592286109924,0.04176929593086243,0.04839649423956871,0.12449771758421757
2008-10-24,0.02889900840818882,0.03881610184907913,0.040059495717287064,0.03695046156644821,0.11135165978870729
2008-10-31,0.03189655393362045,0.03967764973640442,0.03797762840986252,0.03888702392578125,0.0872332350594137
2008-11-07,0.03387364745140076,0.04139867052435875,0.0401754193007946,0.038848042488098145,0.09015931028618993
2008-11-14,0.03362392261624336,0.05173664912581444,0.03653165325522423,0.04193171113729477,0.10143918140961121
2008-11-21,0.046585287898778915,0.039361339062452316,0.04635883867740631,0.04506256803870201,0.13288208937897109
2008-11-28,0.03299430012702942,0.03272581845521927,0.03612314909696579,0.04084841161966324,0.1238680863040603
2008-12-05,0.055690664798021317,0.05058357119560242,0.04607677459716797,0.05446230247616768,0.0817715173111607
2008-12-12,0.0381435789167881,0.04152343422174454,0.03699185699224472,0.03945128992199898,0.059852828402126565
2008-12-19,0.04143994301557541,0.04010620713233948,0.043516356498003006,0.041656460613012314,0.04431920575590827
2008-12-26,0.037014368921518326,0.04651893675327301,0.040196023881435394,0.038355857133865356,0.025112642577127857
2009-01-02,0.0414428748190403,0.03713860735297203,0.046079058200120926,0.03665931150317192,0.042146832618956506
2009-01-09,0.04331778734922409,0.03846603259444237,0.04125896841287613,0.03912167623639107,0.0363835345293027
2009-01-16,0.04000181332230568,0.03982415050268173,0.04236122965812683,0.04290325939655304,0.0661652757651215
2009-01-23,0.047313958406448364,0.037425339221954346,0.05007204785943031,0.044894538819789886,0.05450229547993247
2009-01-30,0.05023273080587387,0.04441368207335472,0.05823807790875435,0.05653310567140579,0.05219763963964538
2009-02-06,0.04944576323032379,0.049245696514844894,0.046422820538282394,0.03744424507021904,0.051627942429934695
2009-02-13,0.04676400125026703,0.055903736501932144,0.0446208231151104,0.04724705591797829,0.05138659281639831
2009-02-20,0.04398903250694275,0.043832775205373764,0.04997057840228081,0.04057711362838745,0.056639049369317615
2009-02-27,0.06278741359710693,0.05026008188724518,0.053228091448545456,0.04503009095788002,0.05908389953523726
2009-03-06,0.04796045646071434,0.03893343359231949,0.04656108468770981,0.043251700699329376,0.07251754387314849
2009-03-13,0.05141611769795418,0.05105789378285408,0.04042420908808708,0.049345724284648895,0.05016126752814898
2009-03-20,0.041528936475515366,0.042885672301054,0.043242983520030975,0.04346451163291931,0.07623171683945831
2009-03-27,0.04883984848856926,0.04038272425532341,0.052020903676748276,0.042525820434093475,0.06193762658071667
2009-04-03,0.04293926805257797,0.04146479442715645,0.04949304834008217,0.041130147874355316,0.045515428932068114
2009-04-10,0.04955364763736725,0.0499715656042099,0.043226707726716995,0.04947700351476669,0.050203809960287164
2009-04-17,0.04244522750377655,0.046023495495319366,0.048733506351709366,0.04418936371803284,0.05197546919494426
2009-04-24,0.04585179686546326,0.050017405301332474,0.057316768914461136,0.048448916524648666,0.035252669152757
2009-05-01,0.0478435643017292,0.04286356270313263,0.04466668516397476,0.04893036559224129,0.03428058016870445
2009-05-08,0.056308478116989136,0.05010350048542023,0.06039270758628845,0.05888356268405914,0.04476920579321502
2009-05-15,0.04379550740122795,0.048047132790088654,0.043153081089258194,0.04380864277482033,0.04169417692557041
2009-05-22,0.056224919855594635,0.06914884597063065,0.060368213802576065,0.05607900395989418,0.03963442195855366
2009-05-29,0.043025869876146317,0.047786369919776917,0.04602685570716858,0.0439426451921463,0.03642127835143245
2009-06-05,0.04657157510519028,0.04932495579123497,0.04963918775320053,0.04697864502668381,0.019392618453057123
2009-06-12,0.05261721462011337,0.04674715921282768,0.049566563218832016,0.0377676896750927,0.023640969849846465
2009-06-19,0.059342026710510254,0.05147432163357735,0.05475148931145668,0.06464115530252457,0.03575379464098651
2009-06-26,0.04825548455119133,0.0471905879676342,0.04976871982216835,0.049621667712926865,0.029243759028469395
2009-07-03,0.04740612208843231,0.043525878340005875,0.044178400188684464,0.04320486634969711,0.03351880508182644
2009-07-10,0.046457115560770035,0.045705411583185196,0.04462394863367081,0.044347893446683884,0.029094115451491015
2009-07-17,0.06144137308001518,0.05187107250094414,0.05454421788454056,0.05311795324087143,0.022657676624412895
2009-07-24,0.05085145682096481,0.043353043496608734,0.04868563637137413,0.043654415756464005,0.020762461963702655
2009-07-31,0.04495030641555786,0.045018453150987625,0.04612572118639946,0.05623263865709305,0.01748957813359698
2009-08-07,0.044945355504751205,0.058090660721063614,0.045716892927885056,0.044856052845716476,0.02188309858050172
2009-08-14,0.0633111372590065,0.04512295499444008,0.04868261143565178,0.06015893444418907,0.031432948754440804
2009-08-21,0.04095378890633583,0.03704897314310074,0.04566626995801926,0.03675324097275734,0.02107262926433875
2009-08-28,0.04615696892142296,0.04486362263560295,0.043387822806835175,0.05962669104337692,0.016696279781375487
2009-09-04,0.04444915056228638,0.04117005318403244,0.048987653106451035,0.04603220522403717,0.020467881117821947
2009-09-11,0.04859885945916176,0.05637727305293083,0.04449944570660591,0.04938395693898201,0.012706785542818897
2009-09-18,0.04409640282392502,0.050326474010944366,0.046371378004550934,0.04291897267103195,0.015958210693760674
2009-09-25,0.045993633568286896,0.04679961875081062,0.048138976097106934,0.052446965128183365,0.02527400366474798
2009-10-02,0.05099313333630562,0.04346631094813347,0.04377562180161476,0.05950368195772171,0.03190241258598171
2009-10-09,0.031558163464069366,0.05029849708080292,0.04765737056732178,0.042945414781570435,0.012462359050001587
