Date,AAPL,MSFT,NVDA,JNJ,NVS,JPM,GS,AMZN,DIS,BA,CAT,XOM,CVX,RIO,BHP
2009-01-31,,,,,,,,,,,,,,,
2009-02-28,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
2009-03-31,0.08640045326890375,0.08632593939940607,0.08980129205778056,0.08774638341934955,0.08427567941193435,0.0725452617304432,0.0,0.0,0.07185673988643056,0.05734598941611787,0.06238440556102135,0.07463929056482409,0.07705437430621177,0.07179541999342821,0.07782877098414875
2009-04-30,0.09582886263947372,0.09996832814258907,0.09347795789169303,0.09999496117118187,0.06672119528499446,0.07868285497317108,0.0,0.0,0.07463640999428493,0.06839178789007767,0.06394080669354679,0.05337462391007032,0.1012026433773181,0.0,0.10377956803159914
2009-05-31,0.10333708474190355,0.10411027173360997,0.0836154441536426,0.09895154325858144,0.041643367180138675,0.08894385349700666,0.0,0.0,0.08459664674472485,0.07836663439850525,0.07546599497526243,0.024108629179717376,0.10849484317945242,0.0,0.10836568695745483
2009-06-30,0.11111964178339029,0.043279144737422615,0.10281593640089637,0.02295714678671004,1.0367683274392636e-17,0.09090473010588368,0.029062695117784705,4.407959457511379e-18,0.09434334294042364,0.08991253705003296,0.08217912640631606,1.6263032587282567e-18,0.10458421240379728,0.11509031821977571,0.11375116804756666
2009-07-31,0.1133431917667334,1.968793733989684e-17,0.0758638803845725,0.06380780594393848,0.0338607026529247,0.09627536359671844,0.0,0.0,0.09944541833633924,0.09805965060724069,0.07860621030207068,4.336808689942018e-18,0.10821960870938933,0.1166814804996994,0.11583668720037324
2009-08-31,0.11957702760604522,0.0,1.0555470478798915e-16,0.08114260750695489,0.030497905014061435,0.10636457295004263,9.679892521222144e-18,2.601576994196858e-17,0.10944814980561815,0.1098619363447651,0.08585877270284263,0.0,0.10883102257754591,0.1218576753320407,0.12656033016008336
2009-09-30,0.12714090251542384,1.2048196641745168e-17,0.0,0.055038379849619505,0.003265327240397125,0.1125793738513859,0.0016637780338338657,3.393552799879629e-17,0.11621028807461985,0.11596785733556354,0.09195102421125434,5.7462715141731735e-18,0.11286583472761945,0.1313985192673648,0.13191871489291768
2009-10-31,0.11171303600362432,3.550762114890027e-18,0.11874908441462466,0.0,0.0,0.10729002037459394,0.11156205590763975,2.179246366695864e-17,0.11111325023159291,0.10939728954150651,0.09591898506254914,0.0,0.0,0.11874571150843809,0.11551056695543065
2009-11-30,0.10968300001561922,0.0,0.11962117748285404,6.150136823424024e-17,7.887570804832045e-18,0.11057399449828154,0.10374145472855899,1.3812735677465326e-16,0.11169589503935172,0.11138680073415003,0.0991303105954944,8.673617379884035e-18,8.451355934524507e-17,0.11966532939950159,0.11450203750618806
2009-12-31,0.10587642926063387,5.0754214199477676e-17,0.12024722547222533,8.620762523975367e-17,8.673617379884035e-17,0.11292873630143355,0.09918963422613952,1.4606913768810958e-16,0.11249094838447075,0.11296712318830279,0.10214777949863561,5.751692525035601e-17,5.233308361315969e-17,0.12186156951157819,0.11229055415658
2010-01-31,0.11326698445315408,0.0,0.10966331611673243,0.0,0.0,0.11165146894684852,0.11214608098480047,0.0,0.11490190888561859,0.10959394030874871,0.10151334895825179,0.0,0.0,0.11116033178949206,0.11610261955635376
2010-02-28,0.11248356924722537,7.487347737254388e-18,0.11128264623901314,3.813765845012487e-18,0.0,0.11305797207404658,0.11092684609692678,0.0,0.11560349494733625,0.10584837773662123,0.10240170647115825,1.9423736029961988e-17,0.0,0.11235819502361442,0.11603719216405808
2010-03-31,0.11204160612269203,1.0659062608248115e-17,0.11349701972140963,0.0,1.7564075194265172e-17,0.11360832702597327,0.10783100509596202,0.0,0.11459661279014295,0.10773888600169294,0.10288973247852322,0.0,0.0,0.11323008212108132,0.11456672864252267
2010-04-30,0.10141857431886295,1.8506048317755993e-17,0.11264734349710769,0.0,0.0,0.1159968511602375,0.11271218403047205,1.5070410197548512e-17,0.11741135326606106,0.10638929896536083,0.10856350359322968,4.7379634937616544e-17,6.5052130349130266e-18,0.10867195619144514,0.11618893497722314
2010-05-31,0.10586766634239646,0.0,0.10870203473814578,6.640738306473715e-18,3.3068166260807885e-18,0.11319665810774601,0.11296200692155253,1.734723475976807e-18,0.11379215015723795,0.11460036890679177,0.10846216025096898,0.0,2.0139055353918245e-17,0.10930620664709127,0.11311074792806934
2010-06-30,0.09982143327304342,0.05501621353316943,0.10023622169805647,2.024581137020825e-17,1.4302373257690864e-17,0.10732069848318701,0.10629451391116576,0.0,0.10820178814614045,0.10525911495508453,0.10692101835689115,5.133318309720696e-19,1.0542201926462986e-17,0.1042466033205872,0.1066823943226746
2010-07-31,0.08995270938986016,0.06581252940009825,0.10221919006703455,2.1250362580715887e-17,1.3877787807814457e-17,0.10689563001136089,0.10768508044865888,0.0,0.10898133346668233,0.10294458733688278,0.10588839662710822,0.0,0.0,0.10348350732475235,0.10613703592756164
